"Type","OriginSimple","ReviewStatus","NumberSubmitters","labels"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, single submitter",1,"0"
"Deletion","germline","criteria provided, single submitter",1,"0"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, multiple submitters, no conflicts",2,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Microsatellite","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"single nucleotide variant","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Insertion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
"Deletion","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Duplication","germline","criteria provided, single submitter",1,"1"
"Indel","germline","criteria provided, single submitter",1,"1"
